Synonym	Start	Stop	Strand	Name	Synonym	Product	CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17	CS18	CS19	CS20	CS21	CS22	CS23	CS24	CS25	CS26	Entry	Entry name	Protein names	Gene names	Pathway	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Cross-reference (GeneID)	EC number	Cross-reference (STRING)	Cross-reference (KEGG)	Cross-reference (UniPathway)
b2678	2806010	2807074	+	proW	b2678	glycine betaine transporter subunit	0	0	0	0	0	0	0	39	0	62	0	0	0	0	88	138	0	0	23	0	0	0	0	0	0	0	P14176	PROW_ECOLI	Glycine betaine/proline betaine transport system permease protein ProW	proW b2678 JW2653		amino acid transport [GO:0006865]; carnitine transmembrane transport [GO:1902603]; choline transport [GO:0015871]; glycine betaine transport [GO:0031460]; hyperosmotic response [GO:0006972]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; transmembrane transporter complex [GO:1902495]	amine transmembrane transporter activity [GO:0005275]; carnitine transmembrane transporter activity [GO:0015226]	947145;		511145.b2678;	ecj:JW2653;eco:b2678;	
b2679	2807132	2808124	+	proX	b2679	glycine betaine transporter subunit	0	0	0	0	0	0	0	17	0	11	0	0	45	0	65	0	0	0	72	0	0	0	0	44	0	0	P0AFM2	PROX_ECOLI	Glycine betaine/proline betaine-binding periplasmic protein (GBBP)	proX proU b2679 JW2654		amino acid transport [GO:0006865]; glycine betaine transport [GO:0031460]; hyperosmotic response [GO:0006972]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]	quaternary ammonium group binding [GO:0050997]; transmembrane transporter activity [GO:0022857]	52077917;947165;		511145.b2679;	ecj:JW2654;eco:b2679;	
b2682	2809617	2810354	+	ygaZ	b2682	putative L-valine exporter, norvaline resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P76630	YGAZ_ECOLI	Inner membrane protein YgaZ	ygaZ b2682 JW2657		valine transport [GO:0015829]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	efflux transmembrane transporter activity [GO:0015562]; L-valine transmembrane transporter activity [GO:0005304]	49583455;945093;		511145.b2682;	ecj:JW2657;eco:b2682;	
b2683	2810344	2810679	+	ygaH	b2683	putative L-valine exporter, norvaline resistance protein	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	P43667	YGAH_ECOLI	Uncharacterized protein YgaH	ygaH b2683 JW2658		valine transport [GO:0015829]	plasma membrane [GO:0005886]	efflux transmembrane transporter activity [GO:0015562]; L-valine transmembrane transporter activity [GO:0005304]	48134362;945111;		511145.b2683;	ecj:JW2658;eco:b2683;	
b2684	2810770	2811300	+	mprA	b2684	transcriptional repressor of microcin B17 synthesis and multidrug efflux	0	0	46	0	0	0	0	71	0	0	36	0	0	0	0	0	94	0	39	0	0	0	0	0	0	110	P0ACR9	MPRA_ECOLI	Transcriptional repressor MprA (Protein EmrR)	mprA emrR b2684 JW2659		negative regulation of transcription, DNA-templated [GO:0045892]; response to antibiotic [GO:0046677]; transcription, DNA-templated [GO:0006351]	cytosol [GO:0005829]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	48134363;945282;		511145.b2684;	ecj:JW2659;eco:b2684;	
b2685	2811427	2812599	+	emrA	b2685	multidrug efflux system	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	P27303	EMRA_ECOLI	Multidrug export protein EmrA	emrA b2685 JW2660		response to antibiotic [GO:0046677]; response to toxic substance [GO:0009636]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	integral component of plasma membrane [GO:0005887]; intrinsic component of plasma membrane [GO:0031226]; outer membrane-bounded periplasmic space [GO:0030288]	identical protein binding [GO:0042802]; xenobiotic transmembrane transporter activity [GO:0042910]	947166;		511145.b2685;	ecj:JW2660;eco:b2685;	
b2686	2812616	2814154	+	emrB	b2686	multidrug efflux system protein	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	P0AEJ0	EMRB_ECOLI	Multidrug export protein EmrB	emrB b2686 JW2661		response to antibiotic [GO:0046677]; response to toxic substance [GO:0009636]; transmembrane transport [GO:0055085]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910]	947167;		511145.b2686;	ecj:JW2661;eco:b2686;	
b2687	2814733	2814218	-	luxS	b2687	S-ribosylhomocysteine lyase	166	110	6	0	64	0	18	0	97	50	87	23	293	20	129	0	0	0	45	0	46	0	0	0	106	0	P45578	LUXS_ECOLI	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	luxS ygaG b2687 JW2662		L-methionine salvage from S-adenosylmethionine [GO:0019284]; quorum sensing [GO:0009372]	cytosol [GO:0005829]	iron ion binding [GO:0005506]; S-ribosylhomocysteine lyase activity [GO:0043768]	49583448;947168;	4.4.1.21	511145.b2687;	ecj:JW2662;eco:b2687;	
b2688	2816439	2814883	-	gshA	b2688	glutamate-cysteine ligase	19	0	32	27	21	19	30	21	7	91	17	52	76	0	81	12	0	0	53	0	25	0	41	0	0	30	P0A6W9	GSH1_ECOLI	Glutamate--cysteine ligase (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	gshA gsh-I b2688 JW2663	PATHWAY: Sulfur metabolism; glutathione biosynthesis; glutathione from L-cysteine and L-glutamate: step 1/2.	cellular response to arsenic-containing substance [GO:0071243]; cellular response to mercury ion [GO:0071288]; glutathione biosynthetic process [GO:0006750]; hyperosmotic response [GO:0006972]	cytosol [GO:0005829]	ATP binding [GO:0005524]; glutamate-cysteine ligase activity [GO:0004357]; metal ion binding [GO:0046872]	49583447;944881;	6.3.2.2	511145.b2688;	ecj:JW2663;eco:b2688;	UPA00142;UER00209
b2689	2816940	2816512	-	yqaA	b2689	COG1238 family inner membrane protein	0	0	0	0	1	0	0	0	74	0	0	64	0	0	0	83	0	0	0	0	0	7	0	0	0	0	P0ADR0	YQAA_ECOLI	Inner membrane protein YqaA	yqaA b2689 JW2664			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		48109286;945419;		511145.b2689;	ecj:JW2664;eco:b2689;	
b2690	2817503	2816937	-	yqaB	b2690	fructose-1-P and 6-phosphogluconate phosphatase	0	0	0	0	0	0	0	0	0	15	0	4	0	0	0	18	0	0	0	0	0	55	0	0	0	0	P77475	YQAB_ECOLI	Fructose-1-phosphate phosphatase YqaB (EC 3.1.3.-) (Fructose-1-phosphatase)	yqaB b2690 JW2665		dephosphorylation [GO:0016311]		beta-phosphoglucomutase activity [GO:0008801]; magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791]; sugar-phosphatase activity [GO:0050308]	945776;	3.1.3.-	511145.b2690;	ecj:JW2665;eco:b2690;	
b2696	2819146	2818961	-	csrA	b2696	pleiotropic regulatory protein for carbon source metabolism	0	0	91	0	0	0	0	0	40	0	0	0	0	0	146	0	0	0	60	0	0	0	0	0	0	0	P69913	CSRA_ECOLI	Carbon storage regulator (Translational dual regulator CsrA)	csrA zfiA b2696 JW2666		mRNA catabolic process [GO:0006402]; mRNA stabilization [GO:0048255]; negative regulation of glycogen biosynthetic process [GO:0045719]; negative regulation of mRNA cleavage [GO:0031438]; negative regulation of translation [GO:0017148]; negative regulation of translational initiation [GO:0045947]; positive regulation of translational initiation [GO:0045948]	cytosol [GO:0005829]	mRNA 5'-UTR binding [GO:0048027]	9127731;947176;		511145.b2696;	ecj:JW2666;eco:b2696;	
b2697	2822011	2819381	-	alaS	b2697	alanyl-tRNA synthetase	24	105	29	37	97	67	48	108	93	173	34	112	168	61	129	93	122	10	42	4	99	0	0	0	0	48	P00957	SYA_ECOLI	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS lovB b2697 JW2667		alanyl-tRNA aminoacylation [GO:0006419]; negative regulation of transcription, DNA-templated [GO:0045892]; tRNA modification [GO:0006400]	cytosol [GO:0005829]; membrane [GO:0016020]	alanine-tRNA ligase activity [GO:0004813]; amino acid binding [GO:0016597]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; DNA-binding transcription repressor activity [GO:0001217]; identical protein binding [GO:0042802]; Ser-tRNA(Ala) hydrolase activity [GO:0002196]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	947175;	6.1.1.7	511145.b2697;	ecj:JW2667;eco:b2697;	
b2698	2822639	2822139	-	recX	b2698	regulatory protein for RecA	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P33596	RECX_ECOLI	Regulatory protein RecX (Protein OraA)	recX oraA b2698 JW2668		cellular response to DNA damage stimulus [GO:0006974]; DNA repair [GO:0006281]; negative regulation of catalytic activity [GO:0043086]; regulation of DNA repair [GO:0006282]; SOS response [GO:0009432]	cytoplasm [GO:0005737]	enzyme binding [GO:0019899]	947172;		511145.b2698;	ecj:JW2668;eco:b2698;	
b2699	2823769	2822708	-	recA	b2699	DNA recombination and repair protein; ssDNA-dependent ATPase; synaptase; ssDNA and dsDNA binding protein forming filaments; ATP-dependent homologous DNA strand exchanger; recombinase A; LexA autocleavage cofactor	32	0	95	0	0	30	27	98	58	110	0	130	59	0	47	111	114	54	18	0	0	0	0	0	0	42	P0A7G6	RECA_ECOLI	Protein RecA (Recombinase A)	recA lexB recH rnmB tif umuB zab b2699 JW2669		cell motility [GO:0048870]; cellular response to DNA damage stimulus [GO:0006974]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; response to ionizing radiation [GO:0010212]; response to radiation [GO:0009314]; SOS response [GO:0009432]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA-dependent ATPase activity [GO:0008094]; single-stranded DNA binding [GO:0003697]	49583436;947170;		511145.b2699;	ecj:JW2669;eco:b2699;	
b2700	2824346	2823849	-	pncC	b2700	nicotinamide-nucleotide amidohydrolase; NMN amidohydrolase	0	0	0	0	0	0	0	0	0	0	0	15	153	0	68	0	0	0	0	0	94	0	0	0	0	0	P0A6G3	PNCC_ECOLI	Nicotinamide-nucleotide amidohydrolase PncC (NMN amidohydrolase PncC) (EC 3.5.1.42) (NMN deamidase) (Nicotinamide-nucleotide amidase)	pncC ygaD b2700 JW2670		pyridine nucleotide biosynthetic process [GO:0019363]		nicotinamide-nucleotide amidase activity [GO:0019159]	48109275;947169;	3.5.1.42	511145.b2700;	ecj:JW2670;eco:b2700;	
b2701	2825576	2824491	-	mltB	b2701	membrane-bound lytic murein transglycosylase B	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	P41052	MLTB_ECOLI	Membrane-bound lytic murein transglycosylase B (EC 4.2.2.n1) (35 kDa soluble lytic transglycosylase) (Murein hydrolase B) (Slt35)	mltB b2701 JW2671		cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]	anchored component of cell outer membrane [GO:0036405]; cell outer membrane [GO:0009279]; outer membrane-bounded periplasmic space [GO:0030288]	calcium ion binding [GO:0005509]; lyase activity [GO:0016829]; lytic endotransglycosylase activity [GO:0008932]; lytic transglycosylase activity [GO:0008933]; sodium ion binding [GO:0031402]	947184;	4.2.2.n1	511145.b2701;	ecj:JW2671;eco:b2701;	
b2702	2825832	2826395	+	srlA	b2702	glucitol/sorbitol-specific enzyme IIC component of PTS	0	0	0	0	0	0	0	0	0	0	229	540	0	60	35	0	0	0	0	0	0	0	0	0	123	0	P56579	PTHC_ECOLI	PTS system glucitol/sorbitol-specific EIIC component (EIIC-Gut) (Glucitol/sorbitol permease IIC component)	srlA gutA sbl b2702 JW5429		phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		48726480;947575;		511145.b2702;	ecj:JW5429;eco:b2702;	
b2703	2826392	2827351	+	srlE	b2703	glucitol/sorbitol-specific enzyme IIB component of PTS	0	0	0	44	0	0	0	0	0	0	414	426	0	70	0	0	70	0	37	0	0	0	0	0	38	0	P56580	PTHB_ECOLI	PTS system glucitol/sorbitol-specific EIIB component (EC 2.7.1.198) (EII-Gut) (Enzyme II-Gut) (Glucitol/sorbitol-specific phosphotransferase enzyme IIB component)	srlE gutA gutE b2703 JW5430		phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]	948933;	2.7.1.198	511145.b2703;	ecj:JW5430;eco:b2703;	
b2704	2827362	2827733	+	srlB	b2704	glucitol/sorbitol-specific enzyme IIA component of PTS	0	0	0	0	0	0	0	0	0	0	305	427	0	0	0	0	0	71	0	0	0	0	0	0	284	0	P05706	PTHA_ECOLI	PTS system glucitol/sorbitol-specific EIIA component (EIIA-Gut) (EIII-Gut) (Glucitol/sorbitol-specific phosphotransferase enzyme IIA component)	srlB gutB b2704 JW2673		phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	cytoplasm [GO:0005737]	kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	948971;		511145.b2704;	ecj:JW2673;eco:b2704;	
b2705	2827737	2828516	+	srlD	b2705	sorbitol-6-phosphate dehydrogenase	0	28	0	0	0	0	0	0	0	48	317	599	0	0	0	0	0	34	0	0	0	0	0	0	36	94	P05707	SRLD_ECOLI	Sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140) (Glucitol-6-phosphate dehydrogenase) (Ketosephosphate reductase)	srlD gutD b2705 JW2674	PATHWAY: Carbohydrate metabolism; D-sorbitol degradation; D-fructose 6-phosphate from D-sorbitol 6-phosphate: step 1/1.	oxidation-reduction process [GO:0055114]; sorbitol catabolic process [GO:0006062]		identical protein binding [GO:0042802]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; sorbitol-6-phosphate 2-dehydrogenase activity [GO:0009010]	48726475;948937;	1.1.1.140	511145.b2705;	ecj:JW2674;eco:b2705;	UPA00812;UER00783
b2706	2828621	2828980	+	srlM	b2706	sorbitol-responsive srl operon transcriptional activator	0	0	0	0	0	0	0	0	0	0	74	104	0	55	0	0	0	0	0	0	0	0	0	0	14	0	P15081	GUTM_ECOLI	Glucitol operon activator protein	gutM srlM b2706 JW2675		phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; regulation of transcription, DNA-templated [GO:0006355]		DNA binding [GO:0003677]	948938;		511145.b2706;	ecj:JW2675;eco:b2706;	
b2707	2829047	2829820	+	srlR	b2707	sorbitol-inducible srl operon transcriptional repressor	0	0	0	0	0	0	0	0	0	35	40	0	0	9	0	0	0	0	0	0	0	0	0	71	60	0	P15082	SRLR_ECOLI	Glucitol operon repressor	srlR gutR b2707 JW2676		negative regulation of transcription, DNA-templated [GO:0045892]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	948942;		511145.b2707;	ecj:JW2676;eco:b2707;	
b2708	2829813	2830778	+	srlQ	b2708	D-arabinose 5-phosphate isomerase	0	0	0	0	0	0	0	0	0	0	85	28	0	0	0	44	0	0	0	0	0	0	0	0	0	0	P17115	GUTQ_ECOLI	Arabinose 5-phosphate isomerase GutQ (API) (G-API) (EC 5.3.1.13) (Phosphosugar aldol-ketol isomerase)	gutQ srlQ b2708 JW5431		keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0019294]		arabinose-5-phosphate isomerase activity [GO:0019146]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]	947587;	5.3.1.13	511145.b2708;	ecj:JW5431;eco:b2708;	
b2709	2832289	2830775	-	norR	b2709	anaerobic nitric oxide reductase DNA-binding transcriptional activator	0	0	43	0	0	0	32	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	P37013	NORR_ECOLI	Anaerobic nitric oxide reductase transcription regulator NorR	norR ygaA b2709 JW5843	PATHWAY: Nitrogen metabolism; nitric oxide reduction.	phosphorelay signal transduction system [GO:0000160]; positive regulation of DNA-templated transcription, initiation [GO:2000144]		ATP binding [GO:0005524]; bacterial-type cis-regulatory region sequence-specific DNA binding [GO:0000986]; DNA-binding transcription factor activity [GO:0003700]; ferrous iron binding [GO:0008198]; identical protein binding [GO:0042802]; nitric oxide binding [GO:0070026]; transcription factor binding [GO:0008134]	947186;		511145.b2709;	ecj:JW5843;eco:b2709;	UPA00638
b2710	2832476	2833915	+	norV	b2710	anaerobic nitric oxide reductase flavorubredoxin	0	0	0	0	26	0	0	24	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	Q46877	NORV_ECOLI	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)	norV flrD ygaI ygaJ ygaK b2710 JW2680	PATHWAY: Nitrogen metabolism; nitric oxide reduction.	nitric oxide catabolic process [GO:0046210]; protein homotetramerization [GO:0051289]; response to nitric oxide [GO:0071731]	cytoplasm [GO:0005737]	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; nitric oxide reductase activity [GO:0016966]; oxidoreductase activity, acting on other nitrogenous compounds as donors [GO:0016661]	948979;		511145.b2710;	ecj:JW2680;eco:b2710;	UPA00638
b2711	2833912	2835045	+	norW	b2711	NADH:flavorubredoxin oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	P37596	NORW_ECOLI	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)	norW flrR ygbD b2711 JW2681	PATHWAY: Nitrogen metabolism; nitric oxide reduction.	cellular response to nitric oxide [GO:0071732]; nitric oxide catabolic process [GO:0046210]	cytoplasm [GO:0005737]	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor [GO:0016731]; rubredoxin-NAD+ reductase activity [GO:0015044]	947088;	1.18.1.-	511145.b2711;	ecj:JW2681;eco:b2711;	UPA00638
b2712	2837425	2835173	-	hypF	b2712	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	0	0	0	0	0	0	0	0	0	0	28	12	0	0	0	0	46	0	0	0	13	0	0	0	19	0	P30131	HYPF_ECOLI	Carbamoyltransferase HypF (EC 6.2.-.-) (Carbamoyl phosphate-converting enzyme HypF) ([NiFe]-hydrogenase maturation factor HypF) (Hydrogenase maturation protein HypF)	hypF hydA b2712 JW5433	PATHWAY: Protein modification; [NiFe] hydrogenase maturation. {ECO:0000305}.	protein carbamoylation [GO:0046944]; protein maturation [GO:0051604]		carboxyl- or carbamoyltransferase activity [GO:0016743]; double-stranded RNA binding [GO:0003725]; ligase activity [GO:0016874]; zinc ion binding [GO:0008270]	944963;	6.2.-.-	511145.b2712;	ecj:JW5433;eco:b2712;	UPA00335
b2713	2838105	2837578	-	hydN	b2713	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	108	0	0	0	0	0	0	0	0	0	P0AAK4	HYDN_ECOLI	Electron transport protein HydN	hydN b2713 JW2683				4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]	52077953;947190;		511145.b2713;	ecj:JW2683;eco:b2713;	
b2714	2839264	2838254	-	ascG	b2714	asc operon transcriptional repressor; prpBC operon repressor	0	0	0	0	14	0	0	0	27	33	0	32	0	0	26	0	0	0	0	0	0	0	0	0	0	0	P24242	ASCG_ECOLI	HTH-type transcriptional regulator AscG (Cryptic asc operon repressor)	ascG b2714 JW5434		negative regulation of transcription, DNA-templated [GO:0045892]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	947305;		511145.b2714;	ecj:JW5434;eco:b2714;	
b2715	2839524	2840981	+	ascF	b2715	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	56	0	0	0	0	0	0	0	P24241	PTIBC_ECOLI	PTS system arbutin-, cellobiose-, and salicin-specific EIIBC component (EIIBC-Asc) (EII-Asc) [Includes: Arbutin-, cellobiose-, and salicin-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system arbutin-, cellobiose-, and salicin-specific EIIB component); Arbutin, cellobiose, and salicin permease IIC component (PTS system arbutin-, cellobiose-, and salicin-specific EIIC component)]	ascF b2715 JW5435		carbohydrate transmembrane transport [GO:0034219]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; trehalose transport [GO:0015771]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; protein-phosphocysteine-sugar phosphotransferase activity [GO:0090563]; protein-phosphocysteine-trehalose phosphotransferase system transporter activity [GO:0090589]	947154;	2.7.1.-	511145.b2715;	ecj:JW5435;eco:b2715;	
b2716	2840990	2842414	+	ascB	b2716	cryptic 6-phospho-beta-glucosidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	59	0	0	0	0	0	P24240	ASCB_ECOLI	6-phospho-beta-glucosidase AscB (EC 3.2.1.86)	ascB b2716 JW2686		carbohydrate catabolic process [GO:0016052]; cellobiose catabolic process [GO:2000892]	cytosol [GO:0005829]	6-phospho-beta-glucosidase activity [GO:0008706]; beta-glucosidase activity [GO:0008422]; methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]	947460;	3.2.1.86	511145.b2716;	ecj:JW2686;eco:b2716;	
b2717	2843043	2842573	-	hycI	b2717	protease involved in processing C-terminal end of HycE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0AEV9	HYCI_ECOLI	Hydrogenase 3 maturation protease (EC 3.4.23.51) (HycI protease)	hycI b2717 JW2687		cellular protein modification process [GO:0006464]; protein processing [GO:0016485]		aspartic-type endopeptidase activity [GO:0004190]; endopeptidase activity [GO:0004175]; enzyme activator activity [GO:0008047]; metal ion binding [GO:0046872]	48134395;947428;	3.4.23.51	511145.b2717;	ecj:JW2687;eco:b2717;	
b2718	2843446	2843036	-	hycH	b2718	hydrogenase 3 maturation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0AEV7	HYCH_ECOLI	Formate hydrogenlyase maturation protein HycH	hycH hevH b2718 JW2688		cellular protein-containing complex assembly [GO:0034622]			48134396;947438;		511145.b2718;	ecj:JW2688;eco:b2718;	
